Variable_Code,Description,Min_Value,Max_Value,Unknown_Value,Data_Type,Allowed_Values,Source_File,Line,Field
RWPC(1),Fraction of root weight at emergence: This is one of the partitioning parameters to split biomass between above ground and roots. RWPC(1) is the partitioning fraction at emergence and RWPC(2) is partitioning fraction at maturity. Between those two points there is a linear interpolation of the partitioning fraction relative to accumulative heat units. (Range: 0.0 to 1.0),0,1,,real,,CROPCOM.DAT,3-n,45
RWPC(2),Fraction of root weight at maturity: This is one of the partitioning parameters to split biomass between above ground and roots. RWPC(1) is the partitioning fraction at emergence and RWPC(2) is partitioning fraction at maturity. Between those two points there is a linear interpolation of the partitioning fraction relative to accumulative heat units. (Range: 0.0 to 1.0),0,1,,real,,CROPCOM.DAT,3-n,46
GMHU,Heat units required for germination ( °C): This is the amount of thermal units required by the seed to germinate. This delays germination from the planting date or the date at which the temperature of soil layer 2 exceeds TBSC. (Range: 0.0 to 500),0,500,,real,,CROPCOM.DAT,3-n,47
PPLP(1),"Plant Population – Leaf area index curve: First of two points on population curve. Plant Population for crops, grass etc., except trees or plants requiring more than 1 m ² per plant. The number to the left of the decimal is the number of plants (plants m- ²) and the number to the right is the fraction of maximum leaf area at that population. NOTE: if the crop is trees, the population is expressed as plants per hectare and the second plant population point is placed in the PPLP(1) position and the first point placed in the PPLP(2) position. Consequently, in the case of trees the first point should be the higher population. If entering plants m- ² then PPLP(1) < PPLP(2) If entering plants ha- ¹ then PPLP(1) > PPLP(2)",,,,real,,CROPCOM.DAT,3-n,48
PPLP(2),"Plant Population – Leaf area index curve: Second of two points on population curve. The number to the left of the decimal is the number of plants (plants m- ²) and the number to the right is the fraction of maximum leaf area at that population. NOTE: if the crop is trees, the population is expressed as plants per hectare and the second plant population point is placed in the PPLP(1) position and the first point placed in the PPLP(2) position. Consequently, in the case of trees the first point should be the higher population. If entering plants m- ² then PPLP(1) < PPLP(2) If entering plants ha- ¹ then PPLP(1) > PPLP(2). For example, corn can have PPLP(1) = 30.43 and PPLP(2) = 50.71. This means at 30 plants m- ² 43% of maximum leaf area can be attained. This is also the 1st point on the population curve. PPLP(2) means at 50 plants m- ² 71% of maximum leaf area can be attained. This is the 2nd point on population curve for corn production. Since PPLP(1) is less than PPLP(2), it shows the population density of a crop other than trees. However, for pine tree, PPLP(1) = 1000.95 and PPLP(2) = 100.10. While the numbers before and after decimal have the same explanations as given for corn, it indicates the population density is for a tree (hence in plants ha- ¹) because here PPLP(1) is greater than PPLP(2).",,,,real,,CROPCOM.DAT,3-n,49
STX(1),Salinity effect on yield ((t ha-1)/(mmho cm-1)): This is the yield decrease per increase in salinity.,,,,real,,CROPCOM.DAT,3-n,50
STX(2),Salinity threshold (mmho/cm): The threshold points at which any increase in salinity will cause a decrease in yield.,,,,real,,CROPCOM.DAT,3-n,51
BLG(1),Lignin fraction in plant at 0.5 maturity: Fraction of lignin when the plant reaches 0.5 maturity.,,,,real,,CROPCOM.DAT,3-n,52
BLG(2),Lignin fraction in plant at full maturity: Fraction of lignin when the plant reaches full maturity.,,,,real,,CROPCOM.DAT,3-n,53
WUB,Water use conversion to biomass (t/mm): The amount of biomass produced per unit of water used by the plant. This value is used if the experimental water use – biomass conversion method is selected in the EPPICCONT file (ICG > 0).,,,,integer,,CROPCOM.DAT,3-n,54
FTO,"Fraction turnout for cotton (cols. 443-450) OR Leaf fall for deciduous trees: The fraction of lint present in the total plant material (lint + seed + trash (leaf and stem particles)) harvested. This value is higher for cotton which is picked compared to stripped because less trash is collected along with the lint and seed as it is harvested. A typical value for picker cotton is 0.38 and 0.27 for stripper cotton. This variable is valid only for cotton and the yield is reported in the field of grain yield (YLDG). In the calculation, FTO is used as: YLDG=YLDG+FTO*YY Where YY is the yield calculated as for any other crop considering the standing live biomass, the harvest index, the harvest efficiency, and pest damage. Turnout fraction = (lint weight / (seed weight + lint weight + trash weight)).For DECIDUOUS TREES, FTO represents the percent of biomass lost to leaf fall. Usually set FTO to 0.05 for deciduous trees.(Range: 0.01 to 0.90)",0.01,0.9,,real,,CROPCOM.DAT,3-n,55
FLT,"Fraction lint for cotton (cols. 451-458) The fraction of lint present in the total seed cotton (seed + lint) harvested. This variable differs from FTO in that trash is not included in the total harvested weight. Lint fraction cannot be less than turnout fraction. This variable is valid only for cotton and the yield is reported in the field of forage yield (YLDF). In the calculation, FTL is used as: YLDF=YLDF+YLDG*(1.0/FLT-1.0) Where YLDG is the yield calculated as described for FTO. Lint fraction = (lint weight / (seed weight + lint weight)) (Range: 0.01 to 1.00)",0.01,1,,real,,CROPCOM.DAT,3-n,56
CCEM,Carbon emission for seeding (kg kg-1) (cols. 459-466),,,,real,,CROPCOM.DAT,3-n,57
FLSL,Leaf weight at DLAI (fraction) (cols. 467-474) It is the ratio between weight of leaves weight and weight of standing live biomass. (Range: 0.01 to 1.00),0.01,1,,real,,CROPCOM.DAT,3-n,58
DESC_C,Description,,,,text,,CROPCOM.DAT,3-n,
I,Fertilizer ID. Unique number to identify the fertilizer. This number is used in the EPIC management file JX(7) to identify the fertilizer that must be simulated.,,,,integer,,FERTCOM.DAT,3-n,ID
FTNM,Fertilizer name. A descriptive name that usually includes the N-P-K analysis or the type of manure.,,,,text,,FERTCOM.DAT,3-n,Name
FN,Mineral N fraction (cols. 15-22) Fraction of mineral nitrogen in the bulk fertilizer. (Range: 0.0 to 1.0),0,1,,real,,FERTCOM.DAT,3-n,1
FP,"Mineral P fraction (cols. 23-30) Fraction of mineral phosphorus in the bulk fertilizer. This is the fraction of elemental phosphorus, not P2O5. To convert fraction of P2O5 to elemental phosphorus, multiply by 0.4366. (Range: 0.0 to 1.0) 3 FK Mineral K fraction (cols. 31-38) Fraction of mineral potassium in the bulk fertilizer. This is the fraction of elemental potassium, not K2O. To convert fraction of K2O to elemental potassium, multiply by 0.8301. (Range: 0.0 to 1.0) 4 FNO Organic N fraction (cols. 39-46) This applies to organic fertilizers such as manures. This number must be obtained from an analysis test of the product. The amount is reported as a fraction. (Range: 0.0 to 1.0) 5 FPO Organic P fraction (cols. 47-54) This applies to organic fertilizers such as manures. This number must be obtained from an analysis test of the product. The amount is reported as a fraction. (Range: 0.0 to 1.0) 6 FNH3 Ammonia N fraction (FMH3/FN) (cols. 55-62) The fraction of mineral nitrogen in the fertilizer that is in the ammonium (NH4) form. (Range: 0.0 to 1.0) 7 FOC Organic C fraction (cols. 63-70) Organic carbon = organic matter / 1.72 (Range: 0.0 to 1.0) 8 FSLT Salt fraction (cols. 71-78) Amount of salt in fertilizer (Range: 0.0 to 1.0) 9 FCST Cost of fertilizer (cols. 79-86) Used for economic analyses only. Below are some examples of fertilizers. Commercial Fertilizer, Example 1 If a producer applies a commercially blended fertilizer with an analysis of 20-15-10 (N-P-K) the parameters would be set as follows: FN: 0.20 FP: 0.065 FK: 0.083 FNO: 0.00 FPO: 0.00 FNH3: 0.00",0,1,,real,,FERTCOM.DAT,3-n,2
FK,"Mineral K fraction. Fraction of mineral potassium in the bulk fertilizer. This is the fraction of elemental potassium, not K2O. To convert fraction of K2O to elemental potassium, multiply by 0.8301. (Range: 0.0 to 1.0)",0,1,,real,,FERTCOM.DAT,3-n,3
FNO,Organic N fraction. This applies to organic fertilizers such as manures. This number must be obtained from an analysis test of the product. The amount is reported as a fraction. (Range: 0.0 to 1.0),0,1,,real,,FERTCOM.DAT,3-n,4
FPO,Organic P fraction. This applies to organic fertilizers such as manures. This number must be obtained from an analysis test of the product. The amount is reported as a fraction. (Range: 0.0 to 1.0),0,1,,real,,FERTCOM.DAT,3-n,5
FNH3,Ammonia N fraction (FMH3/FN). The fraction of mineral nitrogen in the fertilizer that is in the ammonium (NH4) form. (Range: 0.0 to 1.0),0,1,,real,,FERTCOM.DAT,3-n,6
FOC,Organic C fraction. Organic carbon = organic matter / 1.72. (Range: 0.0 to 1.0),0,1,,real,,FERTCOM.DAT,3-n,7
FSLT,Salt fraction. Amount of salt in fertilizer. (Range: 0.0 to 1.0),0,1,,real,,FERTCOM.DAT,3-n,8
FCST,Cost of fertilizer. Used for economic analyses only.,,,,real,,FERTCOM.DAT,3-n,9
DESC_F,Description,,,,text,,FERTCOM.DAT,3-n,
J1,Pesticide ID. Unique number to identify the pesticide. This number is used in the EPIC management file (JX(7) in OPSCCOM.DAT) to identify the pesticide(s) that must be simulated.,,,,integer,,PESTCOM.DAT,3-n,ID
PSTN,Pesticide name. Common or brand name of the pesticide.,,,,text,,PESTCOM.DAT,3-n,Name
PSOL,Pesticide solubility (ppm) (cols. 23-34) The amount of the pesticide product which can dissolve in water.,,,,real,,PESTCOM.DAT,3-n,1
PHLS,Pesticide half-life in soil (days) (cols. 35-42) The time that it takes for the pesticide product concentration in the soil to be reduced by half.,,,,real,,PESTCOM.DAT,3-n,2
PHLF,Pesticide half-life on foliage (days) (cols. 43-50) The time that it takes for the pesticide product concentration on the foliage to be reduced by half. Degradation occurs through microbial activity and/or sunlight.,,,,real,,PESTCOM.DAT,3-n,3
PWOF,Pesticide wash-off fraction (cols. 51-58) Percentage of the pesticide product that is applied to foliage that is washed off into the soil. (Range: 0.0 to 1.0),0,1,,real,,PESTCOM.DAT,3-n,4
PKOC,"Pesticide organic C absorption coefficient (cols. 59-68) The amount of pesticide products attached to the soil divided by the amount of the pesticide product in solution, normalized by organic carbon % in the soil. Refer to Environmental Contaminant Toxicological Reviews.",,,,real,,PESTCOM.DAT,3-n,5
PCST,Pesticide cost ($/KG) (cols. 69-76) Used for economic analyses only.,,,,real,,PESTCOM.DAT,3-n,6
PCEM,Carbon emission / unit of pesticide (g/g) (cols: 77-84),,,,real,,PESTCOM.DAT,3-n,7
